OrderItemID,OrderID,ProductID,Quantity,Price
1127,371,1,2,561.44
1128,372,9,1,433.41
1129,372,8,3,1397.07
1130,372,7,1,496.28
1131,373,5,1,408.8
1132,373,10,3,1036.77
1133,373,8,3,1397.07
1134,373,12,3,1094.85
1135,373,7,1,496.28
1136,374,11,2,778.7
1137,375,7,3,1488.84
1138,376,9,3,1300.23
1139,376,4,3,34.71
1140,376,8,2,931.38
1141,376,3,3,606.81
1142,376,1,1,280.72
1143,377,12,2,729.9
1144,377,6,2,821.66
1145,378,2,2,953.72
1146,378,7,2,992.56
1147,378,1,2,561.44
1148,378,3,3,606.81
1149,378,9,1,433.41
1150,379,2,3,1430.58
1151,379,7,3,1488.84
1152,379,9,1,433.41
1153,379,8,2,931.38
1154,380,11,2,778.7
1155,380,7,1,496.28
1156,380,8,1,465.69
1157,380,2,2,953.72
1158,380,4,1,11.57
1159,381,10,1,345.59
1160,381,8,2,931.38
1161,382,6,1,410.83
1162,382,12,2,729.9
1163,382,11,2,778.7
1164,383,5,1,408.8
1165,383,2,3,1430.58
1166,384,12,3,1094.85
1167,385,10,2,691.18
1168,385,8,1,465.69
1169,385,1,2,561.44
1170,385,11,1,389.35
1171,386,12,3,1094.85
1172,386,7,1,496.28
1173,386,11,1,389.35
1174,386,3,3,606.81
1175,386,8,1,465.69
1176,387,6,2,821.66
1177,387,2,3,1430.58
1178,387,5,2,817.6
1179,388,7,1,496.28
1180,388,11,1,389.35
1181,389,1,2,561.44
1182,389,2,2,953.72
1183,389,11,3,1168.05
1184,389,12,3,1094.85
1185,389,9,2,866.82
1186,390,2,1,476.86
1187,390,7,1,496.28
1188,390,5,3,1226.4
1189,391,8,1,465.69
1190,391,5,1,408.8
1191,392,7,2,992.56
1192,393,7,2,992.56
1193,393,12,2,729.9
1194,393,3,1,202.27
1195,393,5,3,1226.4
1196,393,8,3,1397.07
1197,394,3,2,404.54
1198,395,7,3,1488.84
1199,395,4,3,34.71
1200,395,2,3,1430.58
1201,396,3,3,606.81
1202,396,4,2,23.14
1203,397,5,1,408.8
1204,397,9,1,433.41
1205,398,10,2,691.18
1206,398,12,3,1094.85
1207,398,11,2,778.7
1208,399,8,1,465.69
1209,400,9,3,1300.23
1210,400,8,3,1397.07
1211,401,6,3,1232.49
1212,401,7,1,496.28
1213,401,3,1,202.27
1214,402,5,2,817.6
1215,402,9,2,866.82
1216,403,7,1,496.28
1217,404,1,3,842.16
1218,405,4,1,11.57
1219,405,3,2,404.54
1220,405,6,1,410.83
1221,405,2,2,953.72
1222,405,7,2,992.56
1223,406,9,3,1300.23
1224,406,11,3,1168.05
1225,407,12,1,364.95
1226,408,10,1,345.59
1227,408,3,2,404.54
1228,408,4,3,34.71
1229,409,6,2,821.66
1230,409,5,2,817.6
1231,409,8,2,931.38
1232,409,12,3,1094.85
1233,410,9,3,1300.23
1234,410,12,2,729.9
1235,410,5,1,408.8
1236,410,4,1,11.57
1237,410,6,1,410.83
1238,411,1,3,842.16
1239,411,10,3,1036.77
1240,412,9,1,433.41
1241,412,10,3,1036.77
1242,413,10,3,1036.77
1243,413,8,1,465.69
1244,413,1,3,842.16
1245,414,6,1,410.83
1246,414,12,3,1094.85
1247,414,2,1,476.86
1248,414,3,2,404.54
1249,415,12,3,1094.85
1250,415,8,2,931.38
1251,415,3,2,404.54
1252,415,6,1,410.83
1253,416,6,3,1232.49
1254,416,1,1,280.72
1255,416,11,3,1168.05
1256,416,9,2,866.82
1257,416,2,1,476.86
1258,417,11,2,778.7
1259,417,10,2,691.18
1260,417,5,1,408.8
1261,418,9,2,866.82
1262,418,11,1,389.35
1263,418,5,3,1226.4
1264,418,7,1,496.28
1265,419,2,1,476.86
1266,419,4,3,34.71
1267,419,9,2,866.82
1268,419,6,1,410.83
1269,419,7,3,1488.84
1270,420,8,3,1397.07
1271,420,11,2,778.7
1272,420,2,3,1430.58
1273,420,3,3,606.81
1274,421,5,3,1226.4
1275,421,9,1,433.41
1276,421,6,2,821.66
1277,421,11,2,778.7
1278,421,12,3,1094.85
1279,422,7,1,496.28
1280,422,8,2,931.38
1281,423,6,1,410.83
1282,423,10,2,691.18
1283,423,7,3,1488.84
1284,424,9,2,866.82
1285,424,6,2,821.66
1286,425,11,3,1168.05
1287,425,8,2,931.38
1288,425,1,1,280.72
1289,425,10,1,345.59
1290,425,9,2,866.82
1291,426,2,1,476.86
1292,426,6,2,821.66
1293,426,9,1,433.41
1294,426,10,2,691.18
1295,426,12,1,364.95
1296,427,1,3,842.16
1297,427,12,1,364.95
1298,427,4,3,34.71
1299,427,10,2,691.18
1300,427,7,1,496.28
1301,428,9,2,866.82
1302,428,10,3,1036.77
1303,428,4,1,11.57
1304,428,3,3,606.81
1305,428,6,2,821.66
1306,429,4,3,34.71
1307,430,7,3,1488.84
1308,431,8,2,931.38
1309,432,7,3,1488.84
1310,432,5,2,817.6
1311,433,1,1,280.72
1312,433,11,3,1168.05
1313,433,7,2,992.56
1314,433,3,3,606.81
1315,434,9,2,866.82
1316,434,10,1,345.59
1317,434,2,2,953.72
1318,435,6,2,821.66
1319,435,1,2,561.44
1320,435,7,2,992.56
1321,436,12,1,364.95
1322,437,7,2,992.56
1323,438,12,2,729.9
1324,438,8,2,931.38
1325,438,7,3,1488.84
1326,438,3,1,202.27
1327,438,11,2,778.7
1328,439,7,3,1488.84
1329,439,3,3,606.81
1330,439,10,2,691.18
1331,439,9,2,866.82
1332,440,7,1,496.28
1333,441,7,2,992.56
1334,441,1,1,280.72
1335,442,11,3,1168.05
1336,442,12,2,729.9
1337,442,9,3,1300.23
1338,442,8,2,931.38
1339,443,6,2,821.66
1340,443,5,2,817.6
1341,444,11,2,778.7
1342,444,2,3,1430.58
1343,444,7,1,496.28
1344,444,4,1,11.57
1345,445,1,2,561.44
1346,445,2,3,1430.58
1347,445,9,3,1300.23
1348,446,6,1,410.83
1349,447,5,2,817.6
1350,447,10,2,691.18
1351,447,3,2,404.54
1352,447,8,2,931.38
1353,448,2,3,1430.58
1354,448,11,2,778.7
1355,449,9,3,1300.23
1356,449,3,1,202.27
1357,449,5,3,1226.4
1358,449,2,2,953.72
1359,449,1,2,561.44
1360,450,3,2,404.54
1361,450,12,3,1094.85
1362,450,11,3,1168.05
1363,450,5,3,1226.4
1364,451,5,2,817.6
1365,451,6,3,1232.49
1366,452,9,3,1300.23
1367,453,3,1,202.27
1368,453,10,1,345.59
1369,453,2,1,476.86
1370,453,1,1,280.72
1371,453,9,2,866.82
1372,454,9,1,433.41
1373,454,4,1,11.57
1374,455,1,1,280.72
1375,455,3,1,202.27
1376,455,7,1,496.28
1377,456,9,1,433.41
1378,456,4,2,23.14
1379,456,6,3,1232.49
1380,456,3,3,606.81
1381,457,4,1,11.57
1382,458,10,2,691.18
1383,458,1,3,842.16
1384,458,2,1,476.86
1385,458,9,3,1300.23
1386,459,3,2,404.54
1387,459,12,1,364.95
1388,459,11,3,1168.05
1389,459,2,2,953.72
1390,459,7,1,496.28
1391,460,12,1,364.95
1392,460,3,1,202.27
1393,460,6,3,1232.49
1394,460,10,3,1036.77
1395,460,8,1,465.69
1396,461,2,3,1430.58
1397,461,8,1,465.69
1398,462,4,2,23.14
1399,462,5,3,1226.4
1400,462,9,1,433.41
1401,462,8,3,1397.07
1402,462,10,1,345.59
1403,463,8,2,931.38
1404,463,12,2,729.9
1405,463,1,1,280.72
1406,463,11,2,778.7
1407,463,3,3,606.81
1408,464,6,1,410.83
1409,464,8,2,931.38
1410,464,9,3,1300.23
1411,464,1,3,842.16
1412,464,12,1,364.95
1413,465,6,3,1232.49
1414,466,3,2,404.54
1415,467,3,1,202.27
1416,468,6,3,1232.49
1417,468,3,1,202.27
1418,468,11,1,389.35
1419,468,10,3,1036.77
1420,468,4,1,11.57
1421,469,4,1,11.57
1422,469,12,3,1094.85
1423,469,2,3,1430.58
1424,469,7,2,992.56
1425,470,11,3,1168.05
1426,470,5,1,408.8
1427,470,10,1,345.59
1428,471,4,2,23.14
1429,471,9,3,1300.23
1430,471,11,2,778.7
1431,472,3,3,606.81
1432,472,6,3,1232.49
1433,472,12,1,364.95
1434,472,10,3,1036.77
1435,473,1,3,842.16
1436,473,6,2,821.66
1437,473,5,2,817.6
1438,474,8,1,465.69
1439,474,6,1,410.83
1440,474,10,1,345.59
1441,474,1,3,842.16
1442,475,12,3,1094.85
1443,475,11,3,1168.05
1444,475,3,2,404.54
1445,475,9,1,433.41
1446,476,3,2,404.54
1447,476,6,2,821.66
1448,476,9,2,866.82
1449,476,2,3,1430.58
1450,477,5,2,817.6
1451,477,8,3,1397.07
1452,477,7,2,992.56
1453,478,10,2,691.18
1454,479,8,3,1397.07
1455,479,3,3,606.81
1456,479,11,3,1168.05
1457,479,6,2,821.66
1458,480,9,1,433.41
1459,481,8,1,465.69
1460,481,10,1,345.59
1461,481,9,3,1300.23
1462,481,11,2,778.7
1463,482,1,3,842.16
1464,482,3,2,404.54
1465,482,10,3,1036.77
1466,482,4,2,23.14
1467,482,12,2,729.9
1468,483,6,2,821.66
1469,483,11,3,1168.05
1470,484,5,2,817.6
1471,484,1,3,842.16
1472,484,7,3,1488.84
1473,484,8,1,465.69
1474,484,12,1,364.95
1475,485,2,3,1430.58
1476,485,7,3,1488.84
1477,485,6,3,1232.49
1478,485,10,3,1036.77
1479,485,11,2,778.7
1480,486,1,2,561.44
1481,486,7,2,992.56
1482,487,1,2,561.44
1483,487,2,1,476.86
1484,487,11,1,389.35
1485,487,6,1,410.83
1486,488,8,1,465.69
1487,488,5,1,408.8
1488,489,11,1,389.35
1489,489,3,2,404.54
1490,489,10,2,691.18
1491,489,6,1,410.83
1492,489,5,2,817.6
1493,490,12,1,364.95
1494,490,1,1,280.72
1495,490,11,3,1168.05
1496,490,9,3,1300.23
1497,491,1,3,842.16
1498,492,12,3,1094.85
1499,492,1,1,280.72
1500,492,3,1,202.27
1501,492,2,3,1430.58
1502,492,10,1,345.59
1503,493,12,3,1094.85
1504,493,5,2,817.6
1505,493,2,3,1430.58
1506,493,7,2,992.56
1507,494,4,2,23.14
1508,494,7,3,1488.84
1509,494,12,3,1094.85
1510,494,10,1,345.59
1511,495,11,3,1168.05
1512,495,6,3,1232.49
1513,495,12,2,729.9
1514,495,7,1,496.28
1515,495,10,3,1036.77
1516,496,3,1,202.27
1517,496,5,2,817.6
1518,496,9,3,1300.23
1519,496,2,3,1430.58
1520,496,4,3,34.71
1521,497,10,3,1036.77
1522,498,3,2,404.54
1523,498,12,3,1094.85
1524,499,1,2,561.44
1525,499,9,1,433.41
1526,500,6,1,410.83
1527,501,8,2,931.38
1528,501,12,3,1094.85
1529,501,10,1,345.59
1530,501,11,3,1168.05
1531,502,7,1,496.28
1532,503,5,1,408.8
1533,503,2,1,476.86
1534,504,5,1,408.8
1535,504,7,3,1488.84
1536,504,11,3,1168.05
1537,504,9,1,433.41
1538,505,7,2,992.56
1539,505,3,1,202.27
1540,505,8,3,1397.07
1541,505,4,2,23.14
1542,506,3,3,606.81
1543,507,2,1,476.86
1544,507,6,3,1232.49
1545,507,7,3,1488.84
1546,507,9,1,433.41
1547,507,3,1,202.27
1548,508,5,3,1226.4
1549,508,7,1,496.28
1550,508,8,2,931.38
1551,508,11,3,1168.05
1552,508,6,1,410.83
1553,509,7,3,1488.84
1554,509,3,2,404.54
1555,509,9,1,433.41
1556,509,1,3,842.16
1557,510,9,1,433.41
1558,510,2,3,1430.58
1559,510,1,1,280.72
1560,511,11,2,778.7
1561,511,1,3,842.16
1562,511,3,2,404.54
1563,512,2,2,953.72
1564,512,4,2,23.14
1565,513,4,1,11.57
1566,514,9,2,866.82
1567,514,8,2,931.38
1568,515,2,3,1430.58
1569,515,12,3,1094.85
1570,515,8,3,1397.07
1571,515,3,2,404.54
1572,515,4,3,34.71
1573,516,10,2,691.18
1574,516,11,3,1168.05
1575,516,8,2,931.38
1576,517,7,1,496.28
1577,517,3,3,606.81
1578,517,8,3,1397.07
1579,517,2,3,1430.58
1580,518,9,2,866.82
1581,518,7,3,1488.84
1582,518,10,2,691.18
1583,518,2,3,1430.58
1584,518,4,1,11.57
1585,519,5,1,408.8
1586,519,7,1,496.28
1587,519,10,3,1036.77
1588,519,3,2,404.54
1589,519,11,3,1168.05
1590,520,7,1,496.28
1591,520,8,2,931.38
1592,520,6,2,821.66
1593,520,11,1,389.35
1594,521,11,3,1168.05
1595,521,12,2,729.9
1596,521,7,2,992.56
1597,521,8,3,1397.07
1598,521,1,3,842.16
1599,522,9,3,1300.23
1600,523,12,1,364.95
1601,523,2,2,953.72
1602,523,8,3,1397.07
1603,523,10,2,691.18
1604,523,9,1,433.41
1605,524,8,3,1397.07
1606,524,2,1,476.86
1607,524,11,1,389.35
1608,524,9,3,1300.23
1609,525,11,2,778.7
1610,525,7,1,496.28
1611,525,6,3,1232.49
1612,526,8,3,1397.07
1613,527,3,3,606.81
1614,527,12,3,1094.85
1615,527,9,2,866.82
1616,527,8,3,1397.07
1617,528,5,1,408.8
1618,529,3,1,202.27
1619,529,6,3,1232.49
1620,529,11,3,1168.05
1621,530,6,2,821.66
1622,530,5,3,1226.4
1623,530,9,2,866.82
1624,531,4,1,11.57
1625,532,4,1,11.57
1626,532,12,1,364.95
1627,532,6,2,821.66
1628,533,2,1,476.86
1629,533,11,2,778.7
1630,533,1,2,561.44
1631,533,4,2,23.14
1632,533,3,2,404.54
1633,534,12,3,1094.85
1634,535,5,3,1226.4
1635,535,7,2,992.56
1636,536,1,2,561.44
1637,536,3,3,606.81
1638,537,10,2,691.18
1639,538,8,3,1397.07
1640,538,2,1,476.86
1641,538,7,2,992.56
1642,539,1,2,561.44
1643,539,11,2,778.7
1644,539,9,1,433.41
1645,539,12,1,364.95
1646,540,7,2,992.56
1647,541,7,1,496.28
1648,542,1,3,842.16
1649,542,3,2,404.54
1650,542,2,1,476.86
1651,542,12,2,729.9
1652,542,8,3,1397.07
1653,543,11,1,389.35
1654,544,6,2,821.66
1655,544,9,2,866.82
1656,544,3,2,404.54
1657,544,11,2,778.7
1658,544,10,3,1036.77
1659,545,11,2,778.7
1660,545,2,2,953.72
1661,545,6,2,821.66
1662,545,1,2,561.44
1663,546,4,3,34.71
1664,547,3,2,404.54
1665,548,9,1,433.41
1666,548,5,2,817.6
1667,548,7,3,1488.84
1668,549,3,3,606.81
1669,549,1,1,280.72
1670,549,4,2,23.14
1671,549,5,2,817.6
1672,550,2,1,476.86
1673,551,4,3,34.71
1674,551,10,1,345.59
1675,551,3,1,202.27
1676,551,8,2,931.38
1677,552,10,3,1036.77
1678,552,12,2,729.9
1679,552,6,2,821.66
1680,552,7,1,496.28
1681,552,1,1,280.72
1682,553,9,1,433.41
1683,553,5,1,408.8
1684,553,7,3,1488.84
1685,553,8,3,1397.07
1686,554,12,3,1094.85
1687,554,11,2,778.7
1688,554,2,1,476.86
1689,554,7,1,496.28
1690,554,3,1,202.27
1691,555,8,2,931.38
1692,555,6,3,1232.49
1693,556,10,1,345.59
1694,556,3,1,202.27
1695,557,8,2,931.38
1696,558,8,3,1397.07
1697,559,2,3,1430.58
1698,560,4,3,34.71
1699,560,11,2,778.7
1700,560,5,2,817.6
1701,561,7,2,992.56
1702,561,2,1,476.86
1703,562,12,3,1094.85
1704,562,2,1,476.86
1705,562,10,3,1036.77
1706,562,4,2,23.14
1707,562,9,1,433.41
1708,563,3,2,404.54
1709,563,8,1,465.69
1710,564,2,2,953.72
1711,564,7,3,1488.84
1712,564,11,1,389.35
1713,564,4,3,34.71
1714,564,1,1,280.72
1715,565,1,3,842.16
1716,565,2,1,476.86
1717,565,3,3,606.81
1718,565,8,1,465.69
1719,566,8,3,1397.07
1720,566,10,3,1036.77
1721,567,5,1,408.8
1722,567,11,2,778.7
1723,567,10,2,691.18
1724,568,7,1,496.28
1725,568,10,2,691.18
1726,568,11,1,389.35
1727,568,6,2,821.66
1728,569,6,2,821.66
1729,569,7,1,496.28
1730,569,3,1,202.27
1731,569,4,2,23.14
1732,570,4,2,23.14
1733,571,8,2,931.38
1734,571,4,1,11.57
1735,572,10,1,345.59
1736,572,12,3,1094.85
1737,572,5,3,1226.4
1738,573,1,1,280.72
1739,573,12,1,364.95
1740,574,7,3,1488.84
1741,575,10,3,1036.77
1742,576,4,1,11.57
1743,576,10,1,345.59
1744,576,2,1,476.86
1745,576,7,3,1488.84
1746,577,7,1,496.28
1747,577,1,3,842.16
1748,578,12,1,364.95
1749,578,10,1,345.59
1750,579,7,3,1488.84
1751,579,10,3,1036.77
1752,579,6,1,410.83
1753,579,11,1,389.35
1754,579,2,3,1430.58
1755,580,8,1,465.69
1756,580,2,2,953.72
1757,580,4,1,11.57
1758,581,11,3,1168.05
1759,582,7,1,496.28
1760,583,8,2,931.38
1761,583,12,1,364.95
1762,584,4,3,34.71
1763,584,2,2,953.72
1764,584,12,2,729.9
1765,584,10,1,345.59
1766,584,5,2,817.6
1767,585,7,1,496.28
1768,585,2,2,953.72
1769,585,9,2,866.82
1770,586,1,2,561.44
1771,586,9,1,433.41
1772,587,2,1,476.86
1773,587,10,1,345.59
1774,587,5,1,408.8
1775,587,7,1,496.28
1776,587,4,2,23.14
1777,588,6,1,410.83
1778,588,10,1,345.59
1779,588,8,1,465.69
1780,588,11,3,1168.05
1781,589,11,3,1168.05
1782,589,7,1,496.28
1783,589,5,3,1226.4
1784,590,8,1,465.69
1785,590,4,1,11.57
1786,590,10,2,691.18
1787,590,12,1,364.95
1788,590,2,3,1430.58
1789,591,7,3,1488.84
1790,591,6,2,821.66
1791,591,8,1,465.69
1792,592,9,3,1300.23
1793,592,2,2,953.72
1794,592,6,2,821.66
1795,592,11,1,389.35
1796,593,5,3,1226.4
1797,594,1,2,561.44
1798,594,6,1,410.83
1799,595,5,2,817.6
1800,595,8,3,1397.07
1801,595,2,3,1430.58
1802,596,2,1,476.86
1803,596,9,1,433.41
1804,596,6,1,410.83
1805,596,5,1,408.8
1806,596,7,1,496.28
1807,597,9,1,433.41
1808,597,2,1,476.86
1809,597,10,1,345.59
1810,597,6,1,410.83
1811,598,5,2,817.6
1812,598,6,3,1232.49
1813,599,6,1,410.83
1814,599,5,1,408.8
1815,599,10,3,1036.77
1816,599,1,1,280.72
1817,599,9,2,866.82
1818,600,10,2,691.18
1819,600,7,1,496.28
1820,600,3,3,606.81
1821,601,4,3,34.71
1822,601,9,3,1300.23
1823,602,10,1,345.59
1824,602,3,1,202.27
1825,603,11,3,1168.05
1826,603,7,3,1488.84
1827,603,4,3,34.71
1828,603,9,3,1300.23
1829,603,10,2,691.18
1830,604,9,3,1300.23
1831,604,7,3,1488.84
1832,605,12,2,729.9
1833,606,7,2,992.56
1834,606,2,2,953.72
1835,607,4,1,11.57
1836,607,1,1,280.72
1837,608,10,2,691.18
1838,608,7,3,1488.84
1839,608,9,2,866.82
1840,608,8,3,1397.07
1841,609,4,2,23.14
1842,610,5,1,408.8
1843,610,6,3,1232.49
1844,610,2,1,476.86
1845,610,4,2,23.14
1846,610,12,3,1094.85
1847,611,9,1,433.41
1848,612,5,2,817.6
1849,612,12,3,1094.85
1850,612,8,1,465.69
1851,612,3,2,404.54
1852,613,6,2,821.66
1853,613,7,2,992.56
1854,613,1,2,561.44
1855,613,3,2,404.54
1856,614,10,1,345.59
1857,614,12,3,1094.85
1858,614,3,2,404.54
1859,614,5,2,817.6
1860,615,6,1,410.83
1861,615,7,3,1488.84
1862,615,5,2,817.6
1863,615,11,2,778.7
1864,616,10,3,1036.77
1865,616,12,2,729.9
1866,616,8,1,465.69
1867,617,12,1,364.95
1868,617,3,2,404.54
1869,617,5,3,1226.4
1870,617,7,3,1488.84
1871,617,11,2,778.7
1872,618,2,1,476.86
1873,619,1,3,842.16
1874,619,5,2,817.6
1875,620,9,1,433.41
1876,620,6,2,821.66
1877,620,10,2,691.18
1878,620,5,3,1226.4
1879,620,3,3,606.81
1880,621,4,2,23.14
1881,621,3,1,202.27
1882,621,1,1,280.72
1883,621,6,1,410.83
1884,622,5,3,1226.4
1885,623,8,2,931.38
1886,624,10,3,1036.77
1887,624,11,2,778.7
1888,624,2,3,1430.58
1889,625,10,2,691.18
1890,625,5,3,1226.4
1891,625,4,1,11.57
1892,625,2,3,1430.58
1893,626,5,2,817.6
1894,626,12,1,364.95
1895,626,9,3,1300.23
1896,626,3,1,202.27
1897,626,7,2,992.56
1898,627,2,3,1430.58
1899,627,4,2,23.14
1900,627,1,3,842.16
1901,627,12,1,364.95
1902,627,9,2,866.82
1903,628,9,2,866.82
1904,629,7,1,496.28
1905,629,4,2,23.14
1906,629,11,2,778.7
1907,629,2,1,476.86
1908,629,10,2,691.18
1909,630,1,2,561.44
1910,631,5,2,817.6
1911,631,9,2,866.82
1912,631,2,1,476.86
1913,631,1,2,561.44
1914,632,10,1,345.59
1915,632,5,3,1226.4
1916,632,12,1,364.95
1917,632,3,3,606.81
1918,632,11,3,1168.05
1919,633,11,3,1168.05
1920,633,7,3,1488.84
1921,633,6,2,821.66
1922,633,1,2,561.44
1923,633,8,3,1397.07
1924,634,7,3,1488.84
1925,634,2,2,953.72
1926,634,9,3,1300.23
1927,634,1,3,842.16
1928,634,10,3,1036.77
1929,635,3,1,202.27
1930,635,1,2,561.44
1931,635,11,3,1168.05
1932,635,6,3,1232.49
1933,636,12,3,1094.85
1934,636,8,2,931.38
1935,637,2,3,1430.58
1936,637,10,3,1036.77
1937,638,8,3,1397.07
1938,638,7,1,496.28
1939,638,5,1,408.8
1940,638,11,3,1168.05
1941,638,12,3,1094.85
1942,639,9,3,1300.23
1943,639,3,3,606.81
1944,640,10,1,345.59
1945,640,12,1,364.95
1946,640,3,3,606.81
1947,640,2,3,1430.58
1948,641,7,3,1488.84
1949,641,1,3,842.16
1950,641,9,3,1300.23
1951,641,8,3,1397.07
1952,642,4,3,34.71
1953,642,6,2,821.66
1954,642,2,3,1430.58
1955,642,8,2,931.38
1956,643,1,2,561.44
1957,643,12,2,729.9
1958,643,6,3,1232.49
1959,644,7,1,496.28
1960,644,8,1,465.69
1961,644,4,1,11.57
1962,644,12,1,364.95
1963,645,9,2,866.82
1964,646,7,2,992.56
1965,647,9,2,866.82
1966,647,1,3,842.16
1967,647,4,1,11.57
1968,648,9,2,866.82
1969,648,5,2,817.6
1970,648,2,2,953.72
1971,649,7,3,1488.84
1972,649,9,2,866.82
1973,649,2,2,953.72
1974,649,10,3,1036.77
1975,649,3,1,202.27
1976,650,5,1,408.8
1977,650,3,1,202.27
1978,650,1,3,842.16
1979,651,3,2,404.54
1980,651,6,2,821.66
1981,651,7,1,496.28
1982,652,3,1,202.27
1983,652,1,1,280.72
1984,653,1,1,280.72
1985,654,10,3,1036.77
1986,654,5,2,817.6
1987,655,2,2,953.72
1988,655,6,3,1232.49
1989,655,9,1,433.41
1990,655,8,3,1397.07
1991,655,5,1,408.8
1992,656,12,3,1094.85
1993,657,12,1,364.95
1994,658,6,3,1232.49
1995,658,10,2,691.18
1996,658,1,1,280.72
1997,659,8,3,1397.07
1998,659,6,1,410.83
1999,659,4,3,34.71
2000,659,2,1,476.86
2001,660,7,2,992.56
2002,661,3,2,404.54
2003,662,11,3,1168.05
2004,662,1,2,561.44
2005,662,9,1,433.41
2006,662,10,2,691.18
2007,662,5,2,817.6
2008,663,1,2,561.44
2009,663,11,2,778.7
2010,663,8,2,931.38
2011,663,5,2,817.6
2012,663,9,3,1300.23
2013,664,4,2,23.14
2014,664,3,1,202.27
2015,665,9,1,433.41
2016,665,6,1,410.83
2017,665,1,3,842.16
2018,666,10,3,1036.77
2019,666,3,1,202.27
2020,666,2,2,953.72
2021,666,9,1,433.41
2022,666,12,2,729.9
2023,667,12,1,364.95
2024,668,10,3,1036.77
2025,668,2,3,1430.58
2026,669,11,3,1168.05
2027,669,7,1,496.28
2028,670,11,2,778.7
2029,670,1,3,842.16
2030,670,6,1,410.83
2031,670,5,1,408.8
2032,670,12,1,364.95
2033,671,3,3,606.81
2034,672,5,3,1226.4
2035,672,12,3,1094.85
2036,673,10,1,345.59
2037,674,9,1,433.41
2038,674,2,2,953.72
2039,675,7,1,496.28
2040,675,11,3,1168.05
2041,675,10,2,691.18
2042,675,2,1,476.86
2043,676,11,1,389.35
2044,677,3,1,202.27
2045,677,5,1,408.8
2046,677,10,1,345.59
2047,677,6,1,410.83
2048,677,2,2,953.72
2049,678,4,2,23.14
2050,678,12,2,729.9
2051,678,2,2,953.72
2052,678,1,2,561.44
2053,678,6,2,821.66
2054,679,4,1,11.57
2055,680,11,1,389.35
2056,680,4,3,34.71
2057,680,2,1,476.86
2058,681,1,1,280.72
2059,681,10,3,1036.77
2060,681,11,1,389.35
2061,681,5,3,1226.4
2062,681,8,1,465.69
2063,682,7,3,1488.84
2064,682,6,3,1232.49
2065,682,12,3,1094.85
2066,683,7,3,1488.84
2067,683,6,1,410.83
2068,684,11,1,389.35
2069,684,7,1,496.28
2070,684,8,1,465.69
2071,684,12,1,364.95
2072,684,5,1,408.8
2073,685,3,1,202.27
2074,686,4,1,11.57
2075,687,10,2,691.18
2076,687,9,2,866.82
2077,687,1,1,280.72
2078,687,4,2,23.14
2079,687,3,1,202.27
2080,688,5,2,817.6
2081,688,6,2,821.66
2082,688,12,3,1094.85
2083,688,8,2,931.38
2084,689,2,3,1430.58
2085,689,6,1,410.83
2086,689,3,1,202.27
2087,689,5,3,1226.4
2088,689,7,1,496.28
2089,690,11,2,778.7
2090,690,9,1,433.41
2091,690,10,1,345.59
2092,690,8,3,1397.07
2093,690,3,1,202.27
2094,691,10,1,345.59
2095,692,1,3,842.16
2096,692,7,3,1488.84
2097,693,7,3,1488.84
2098,693,9,1,433.41
2099,694,10,1,345.59
2100,694,5,2,817.6
2101,694,6,2,821.66
2102,694,9,3,1300.23
2103,695,1,2,561.44
2104,695,8,3,1397.07
2105,696,12,2,729.9
2106,696,1,2,561.44
2107,696,7,2,992.56
2108,696,8,1,465.69
2109,696,6,2,821.66
2110,697,5,1,408.8
2111,697,3,3,606.81
2112,697,4,1,11.57
2113,697,7,3,1488.84
2114,697,11,2,778.7
2115,698,9,3,1300.23
2116,698,12,3,1094.85
2117,698,8,1,465.69
2118,698,4,1,11.57
2119,698,1,3,842.16
2120,699,2,3,1430.58
2121,699,10,1,345.59
2122,699,6,2,821.66
2123,699,1,3,842.16
2124,700,2,2,953.72
2125,700,7,2,992.56
2126,700,3,2,404.54
2127,701,10,2,691.18
2128,701,4,1,11.57
2129,701,8,1,465.69
2130,701,6,1,410.83
2131,701,7,3,1488.84
2132,702,4,2,23.14
2133,702,9,1,433.41
2134,702,10,2,691.18
2135,702,6,3,1232.49
2136,702,5,2,817.6
2137,703,12,2,729.9
2138,703,11,1,389.35
2139,703,3,3,606.81
2140,704,11,1,389.35
2141,704,2,1,476.86
2142,704,12,1,364.95
2143,704,8,3,1397.07
2144,705,9,1,433.41
2145,705,6,2,821.66
2146,705,1,2,561.44
2147,706,6,3,1232.49
2148,706,3,2,404.54
2149,707,6,3,1232.49
2150,707,11,2,778.7
2151,707,7,3,1488.84
2152,707,5,3,1226.4
2153,708,1,3,842.16
2154,708,6,2,821.66
2155,708,2,3,1430.58
2156,708,8,1,465.69
2157,709,12,3,1094.85
2158,709,11,3,1168.05
2159,709,1,2,561.44
2160,710,4,2,23.14
2161,711,9,1,433.41
2162,712,3,3,606.81
2163,712,6,2,821.66
2164,713,5,3,1226.4
2165,713,8,3,1397.07
2166,713,6,1,410.83
2167,713,7,1,496.28
2168,714,7,3,1488.84
2169,714,6,2,821.66
2170,715,2,2,953.72
2171,715,10,2,691.18
2172,715,9,3,1300.23
2173,716,9,1,433.41
2174,716,12,3,1094.85
2175,716,5,3,1226.4
2176,717,1,3,842.16
2177,717,9,3,1300.23
2178,717,3,1,202.27
2179,717,2,1,476.86
